mill_speed_pct,ball_filling_pct,feed_rate_tph,solids_pct,bond_work_index,cyclone_pressure_kpa,feed_f80_um,mill_diameter_m,mill_length_m,liner_factor,power_kw,p80_um,throughput_tph,specific_energy_kwhpt
78.15725282545138,31.02205503603284,36.04074175751871,72.55262452306854,10.847596130988846,158.04978813094047,2170.0514635826353,4.1149157494985165,3.5587181714915284,0.9625964844738918,1532.977,116.768,35.963,42.6265
78.98694742560411,31.0946271812373,18.362684209973754,69.98252616628503,10.574355304937578,146.21049375940657,1936.9959184197166,4.064557932153673,4.192672710763632,1.092674506098726,1494.205,75.759,17.774,84.0656
72.93425706335958,24.70086025259566,16.32010577789134,72.29488115836418,16.702859403170354,157.4007785947368,1386.4856446486735,3.366827470862764,4.514756271572262,0.8973678397710714,1495.727,58.236,14.917,100.2668
76.38683790960268,30.99443070195729,35.31498948961945,72.60477183604048,12.81129977243837,146.58078411161608,2248.5758434942436,3.3974610822543143,4.007318691004683,1.0206238759937438,1508.385,126.778,34.373,43.8826
78.37771441753635,34.63761370547252,31.744630601537384,74.05312255839542,14.13024197984506,125.4992956762315,1051.6345966297833,2.9061541323647524,5.071528293013321,0.9677740515357831,1436.892,59.297,30.141,47.6716
74.41084981118593,32.94731457192662,20.51060274575314,60.55472102222291,13.93045650309126,97.16677382556233,1535.351558704345,4.236125531882699,3.8550305604229544,0.8645756854222665,1518.644,75.916,17.939,84.6581
74.46954658980174,36.54237134570262,30.600779129166852,67.31496350592127,17.32618346199431,93.35783359261632,840.8817316409488,2.862086149396155,5.222606181670061,0.9654693075628469,1482.397,60.026,25.321,58.5439
76.83744637632151,31.13850040918449,22.66859433070151,65.42721760466178,15.672543338069996,108.94500884427123,957.7698547689818,2.912410623816928,5.893313460738641,1.077145172676902,1466.045,59.206,20.288,72.2632
78.23876536741851,35.470243026543926,24.582122060026084,64.90034811321286,10.867518659381494,152.20819172350733,1620.3973217005,3.0642540566314147,4.056678547621827,0.994804892235474,1477.719,65.126,23.884,61.8719
77.23087025116592,30.91348863640166,29.56464753966841,70.51376344042924,15.84861941399338,86.75554569119113,1548.4533239070975,2.7749055129514066,4.583174293884653,0.9324653030831963,1513.383,96.027,24.449,61.9
67.90008046512706,38.80192189402875,28.269711911611058,66.24365648162707,15.31823942333275,81.8243096823758,2525.4065838346014,3.5681461864972204,5.391658636300802,0.8706824999806096,1574.877,163.439,23.107,68.1568
74.71937689039328,31.57583041691126,19.47531856657302,65.96824195216594,14.686051622243841,115.11291682440373,838.9017437845947,4.187325463549844,5.709250161151347,0.8850622722496527,1461.163,56.483,17.196,84.9735
69.78097432526314,34.55076215507043,32.355849200032715,73.83565485451783,10.96966851360307,153.28094761100863,1214.3851836107856,2.767342601117124,4.753586914296154,0.9427305709656097,1469.198,61.761,30.548,48.0947
81.19928971618566,28.654685410241896,26.421599618488006,64.60737163021685,18.42439213044067,93.16862540656145,880.8391149061922,3.4831747080054685,5.9786515793563435,1.0729193165637285,1559.216,60.336,21.542,72.3797
73.82059212656964,29.05486482929269,33.61634809910767,71.9099027370197,13.362919559863391,87.55733344492123,2144.2213004282466,3.1724289286611564,5.823076821494582,0.9102426437514212,1561.91,145.707,29.1,53.6742
68.04756123868157,33.590124664333494,36.48773714344901,63.53582398286232,12.792913056100852,142.19238705929422,2549.287566909741,3.6013341351642163,3.6029130071435023,0.8534840719270503,1552.781,146.584,33.855,45.8658
67.07115257868503,32.10127890593013,31.439348198000822,70.46009896597624,11.797980864940518,144.32996209458102,2087.7328333084433,4.030171207047975,3.566961704360477,0.8809384509125862,1518.319,104.345,29.069,52.232
73.30592877097607,34.60582740421732,38.75745119731516,65.156032083877,18.32327586380824,81.9887593109005,1799.3564761882844,3.8411552010259533,3.4965127305021095,0.8850848992659781,1508.559,134.62,31.39,48.0584
80.86139476720359,36.86977464980753,25.086684843548163,74.12574208653938,10.16053105579289,88.7315197412588,2292.9715067889256,4.134270758985291,3.8513940775060145,0.9826923976497635,1460.159,114.492,22.13,65.9808
76.08282743485957,37.879850108037196,24.709112698136394,64.46111213312444,12.129961266978231,139.68114241947572,2269.8237741630387,2.8895005437374253,3.386364799474499,0.998608415939113,1512.808,110.012,22.819,66.2966
67.44582286050942,38.7355275597992,16.634888236587788,65.12496148208284,11.382520556728528,89.23920509322839,838.0664294055921,2.7997117364956683,3.6889961186203877,0.8633454831567938,1345.374,62.127,13.976,96.2648
70.40584864818484,32.07241979235568,36.50013838256904,75.3203692827997,10.391275558115128,94.51987276772192,1226.1407679879128,3.1488976364979813,4.799451424879764,0.9540656064257981,1471.385,67.571,32.711,44.9814
65.88335172990678,38.797469904288995,14.775167964236514,75.18434912875955,18.123878295348554,158.3656544469274,2243.6465844924687,4.103059573388392,4.998953172787534,1.0447490886445323,1496.119,83.26,13.166,113.6366
79.57872645008348,31.404789849496254,22.782505890809897,71.51213888226798,12.398169857507614,91.18147287631655,1660.1790932427425,3.4504008634707932,3.8511958334808467,0.941877952528782,1532.394,82.272,20.304,75.4718
76.65763687275107,28.750023593140565,38.56802194802953,76.4942643516872,14.328193854700707,106.2688964003751,1763.7826216940057,4.227408879792524,5.027244553568286,1.0510979569867693,1488.879,115.381,34.676,42.9373
77.49318375927494,27.238473490011494,31.45434760691795,75.49294322986609,11.188925535713896,129.1503792433536,971.1723468138823,4.006288130888569,3.4365810127058567,1.0839849556751566,1497.489,57.539,29.712,50.4004
75.09259407592802,36.52198567407275,34.26321549152641,77.02848713071194,12.280450184552684,127.20607162866473,971.0885556159221,3.8090982600434184,3.679615651459809,0.9912376528681105,1522.829,55.188,32.621,46.6821
77.98669763011199,36.78791546419306,25.780290036112014,70.79268194740702,18.38112612121092,89.57868708008982,1010.7864186201989,2.8578762214393834,5.042017198113478,0.9546520751975949,1478.59,61.709,21.456,68.9117
80.27223130514611,36.20051435313044,19.574978345484922,66.55545631989698,12.829959821838365,92.60893188999998,1066.010070575945,4.38502943407634,4.42613130415651,0.9458299556943525,1555.555,58.438,17.071,91.1252
78.26512539645967,31.669913025992646,22.538065257463135,77.75936780863779,16.45984212403279,156.0955728003073,1013.2614389906744,4.230960622543408,4.9838068751753815,0.8804804195837781,1560.16,59.039,21.728,71.8025
72.7234053513097,37.20639217914114,20.270052709634516,68.25386547237392,13.98082714361104,104.15419131539933,2453.1954119279976,4.106329263776729,3.5096475507891096,1.0992586644593934,1502.038,114.005,18.077,83.0929
66.80913204181351,39.985675687587815,30.63917261098303,71.70225028005835,10.813966542857194,151.76267191173002,852.199105768045,3.133490504474065,3.6004612504665783,1.0441919851730548,1530.77,59.173,29.218,52.3915
65.61476607840983,24.086877346059207,13.446421676403169,70.9066531976591,17.213336297734738,99.08422565019109,2328.9359172615314,2.803017492275869,5.442698790196694,1.0819488575430702,1332.204,121.52,11.17,119.2665
65.68257209230013,27.228513771504886,15.497863020558006,69.08155782347376,16.706693154959602,130.40094756611188,2332.035979571483,2.979383386393964,5.256939057418452,0.898260372717226,1486.574,107.003,13.766,107.986
75.39624130161019,24.87200503986073,29.256651157970918,60.76230992844301,17.957311402301354,136.76626280804965,1111.6301235605058,2.8650978104835567,3.7138930408648934,1.0950067948885482,1377.568,66.626,25.135,54.8076
74.73102354929684,26.322084074640795,38.48868469962666,65.42416738526492,15.20215494226788,135.9820755671253,1968.619679441556,4.3930699374519335,3.6156291717761624,0.9770881846117355,1513.079,133.006,36.639,41.2972
67.27960836783701,28.449208732500118,20.531728905303275,67.7022578462643,15.498887923329654,130.77032939346105,1541.2596138540264,3.435809596971655,3.8093598747514936,0.9970765621022522,1458.098,70.174,17.983,81.0814
73.06025547653289,27.609485891267376,28.02882212741924,70.18389420777457,16.318019629993344,131.8358785760968,1974.3795017378568,3.2691854732832777,5.4048102215606715,0.9872860958999199,1457.177,108.826,26.352,55.2976
73.71656715831489,35.787291015715525,36.819280828263814,76.57902955131345,14.532696326647894,121.62200917924552,2239.7667393749057,3.2660112451395626,5.544670614566192,0.9735354116293559,1522.968,136.384,34.72,43.8646
65.94465458741692,28.489782978138493,21.35564113404328,63.113900013448685,12.825040328217902,139.41540533800685,826.4291184081274,4.1889121641372355,5.5983344660087635,0.9430653932978871,1533.569,58.489,18.719,81.925
71.20362913833029,39.334866894415555,39.87300523234184,73.89788804438254,12.798653589286896,135.0132039332874,2069.731457871223,3.3981150512945697,4.994488176841246,0.852681911243919,1529.655,114.876,37.912,40.3473
67.82041675390107,37.380868648803805,39.69572407514096,70.00744970451207,17.55162757793542,159.2257331461018,1054.8725994237943,3.506842103857832,4.299203604357376,0.8700123209115462,1504.931,60.542,36.65,41.0624
67.56144055482508,26.89482643569389,37.39890142037402,60.80368360153702,12.095670564493357,103.36474642516227,1682.3555763228555,3.7556013114266324,4.5812119323818665,0.8710288336392205,1436.757,106.955,31.967,44.9445
76.03553385228267,34.72325208562168,33.36128453310681,61.045952670986054,13.299475464393511,123.1621948209343,1409.2216699351868,4.220061971916936,4.5512030240444235,1.042156897364845,1576.315,76.218,30.138,52.304
74.98110698912868,37.60438878133955,21.536542276562678,68.97870525356673,14.7826993690412,88.39837727168565,1517.3945120627732,4.351207810593017,4.966330273021279,0.8943766456092419,1533.757,74.29,18.376,83.467
80.76682779456846,31.171317252109944,20.61098202778201,70.77258944803926,10.06583010663714,102.24176852806511,2065.460238258007,3.840785591524673,5.949056653119099,1.005089427414511,1546.798,95.29,18.942,81.6603
77.25183109421198,39.411379576790075,33.89614478066896,75.60242588871468,11.026936640652735,138.59308023950302,1592.1596591492635,3.6955868443402955,5.031486746550599,1.0924537791763924,1454.161,77.875,34.042,42.7163
77.74972014489957,29.543885781008782,15.46835369619819,60.737045285142955,16.996088147762606,119.17597934535247,2573.972305090867,3.5369522211485753,5.938167541406752,0.952894000548515,1478.342,127.716,13.133,112.5637
